KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
itmAssaultRifleT1,"A lightweight, squad automatic weapon that's standard issue for UCH military and tactical personnel for rear support. It has superior range and damage over speed.",,,,,,,," Легкий отрядный автоматический пистолет, который является стандартным для военного и тактического персонала UCH для тыловой поддержки. Он имеет превосходную дальность и урон по сравнению со скоростью.",,,,,,,,
itmLaserRifleT1,Utilizing a pulsed laser array this weapon can produce collimated hard light beams that ignore atmospheric density and deal extreme thermal damage to the target.,,,,,,,,"Используя массив импульсных лазеров, это оружие может создавать коллимированные лучи жесткого света, которые игнорируют плотность атмосферы и наносят цели экстремальные тепловые повреждения.",,,,,,,,
itmPlasmaCannonT1,An experimental energy weapon that uses a concave laser array to superheat a cell of Erestrum Gel into plasma and propel it using electromagnetic fields towards a target.\n[c][00AAFF]Has two firing modes,,,,,,,," Экспериментальное энергетическое оружие, использующее вогнутую лазерную матрицу для перегрева ячейки геля эреструма до состояния плазмы и направления ее к цели с помощью электромагнитных полей.\n[c][00AAFF]Имеет два режима стрельбы.",,,,,,,,
itmSniperT2,A long ranged anti-materiel rifle with advanced telescopic sights and aim stabilizers allowing longer shots with more penetrative power against armored targets.,,,,,,,,"Противотанковая винтовка дальнего действия с усовершенствованными оптическими прицелами и стабилизаторами прицеливания, позволяющая вести более дальние выстрелы с большей пробивной силой по бронированным целям.",,,,,,,,
itmPistolT2,A specialist sidearm with a larger magazine and reflex holosight. It possesses superior stopping power and can operate underwater.,,,,,,,,Специальное личное оружие с увеличенным магазином и рефлекторным голографическим прицелом. Он обладает превосходной останавливающей силой и может работать под водой.,,,,,,,,
itmAssaultRifleT4,An advanced light machine gun developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,,"Усовершенствованный легкий пулемет, разработанный Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Технологии ремонта этого оружия пока не существует.",,,,,,,,
itmSniperT3,An advanced anti-materiel sniper rifle developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,,"Усовершенствованная антиматериальная снайперская винтовка, разработанная Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Технологии ремонта этого оружия пока не существует.",,,,,,,,
itmMinigunT3,An experimental rotary laser cannon developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]Hold LMB + RMB to fire at maximum speed.\nThe technology to repair this weapon does not exist yet.,,,,,,,," Экспериментальная вращающаяся Лазерная Пушка, разработанная Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Удерживайте ЛКМ + ПКМ, чтобы стрелять на максимальной скорости.\nТехнологии ремонта этого оружия пока не существует.",,,,,,,,
itmShotgunT3,An advanced assault shotgun developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,," Усовершенствованный штурмовой дробовик, разработанный Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Технологии ремонта этого оружия пока не существует.",,,,,,,,
itmLaserRifleT3,A superior plasma rifle developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,,"Превосходная Плазменная винтовка, разработанная Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Технологии ремонта этого оружия пока не существует.",,,,,,,,
itmPlasmaCannonT2,An experimental plasma cannon developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][00AAFF]Has two firing modes.[-][/c]\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,," Экспериментальная Плазменная Пушка, разработанная Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][00AAFF]Имеет два режима стрельбы.[-][/c]\n[c][FF0000]Технология ремонта этого оружия еще не существует.",,,,,,,,
itmPistolT3,An improved automatic pistol developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,," Усовершенствованный автоматический пистолет, разработанный Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Технологии ремонта этого оружия пока не существует.",,,,,,,,
itmRocketLauncherT2,An improved variant of Rocket Launcher designed to operate using laser-guided microrockets for anti-aircraft engagements where the targets are protected behind armor. [c][00AAFF]Instantly destroys drones with a strike to critical components.,,,,,,,," Усовершенствованный вариант ракетной установки, предназначенный для работы с микроракетами с лазерным наведением для зенитных боев, когда цели защищены броней. [c][00AAFF]Мгновенно уничтожает дронов ударом по критическим компонентам.",,,,,,,,
itmRocketLauncherT3,A refined version of the standard UCH Rocket Launcher developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,,"Усовершенствованная версия стандартной ракетной установки UCH, разработанная Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Технологии ремонта этого оружия пока не существует.",,,,,,,,
itmAssaultRifleT2,An improved squad automatic weapon used by UCH military and tactical personnel for holding a position against multiple targets. It has a larger magazine than most standard assault rifles.,,,,,,,," Усовершенствованное отделение автоматического оружия, используемое военно-тактическим персоналом UCH для удержания позиции против нескольких целей. Магазин у него больше, чем у большинства стандартных штурмовых винтовок.",,,,,,,,
itmPulseRifleT2,An improved fully-automatic combat rifle with a larger magazine and a faster repeating cycle used by UCH military personnel.,,,,,,,,"Усовершенствованная полностью автоматическая боевая винтовка с увеличенным магазином и более быстрым циклом повторения, используемая военнослужащими UCH.",,,,,,,,
itmPulseRifleT3,An automatic electromagnetic rifle developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][FF0000]The technology to repair this weapon does not exist yet.,,,,,,,," Автоматическая электромагнитная винтовка, разработанная Zirax после изучения оружия UCH, извлеченного из обломков Титана.\n[c][FF0000]Технологии ремонта этого оружия пока не существует.",,,,,,,,
itmSlowRocket,Unguided anti-personnel fragmentation rockets used as ammunition by most portable rocket launchers.,,,,,,,," Неуправляемые противопехотные осколочные ракеты, используемые в качестве боеприпасов для большинства переносных ракетных установок.",,,,,,,,
itmPistolRound,"Hollowpoint pistol rounds available in 9mm up to 50cal for Pistol, Submachine Gun, Heavy Pistol and Revolver use.",,,,,,,," Пистолетные патроны с полым наконечником доступны калибром от 9 мм до 50 кал для пистолетов, пистолетов-пулеметов, тяжелых пистолетов и револьверов.",,,,,,,,
itmMinigunRound,Rimless 8.3mm bottlenecked rifle cartridge designed exclusively for portable miniguns and some large-caliber rifles.,,,,,,,,"Винтовочный патрон 8,3 мм без закраины с узким горлышком, разработанный исключительно для портативных миниганов и некоторых крупнокалиберных винтовок.",,,,,,,,
itmRifleRound,Rimless 5.8x42mm steel jacketed rifle cartridge compatible with most assault and combat rifles.,,,,,,,," Безободковый винтовочный патрон 5,8x42 мм со стальной оболочкой, совместимый с большинством штурмовых и боевых винтовок.",,,,,,,,
itmSniperRound,Armor-piercing 12.7x99mm Anti-Materiel Sniper Rifle rounds.,,,,,,,," Бронебойные патроны 12,7х99 мм для антиматериальной снайперской винтовки.",,,,,,,,
itmGatlingRound,15x127mm tracer rounds used in ship-mounted rotary cannons and some Anti-Tank Rifles.\n[c][FF0000]No Damage vs Energy Shields,,,,,,,," Трассирующие снаряды 15x127 мм, используемые в корабельных роторных пушках и некоторых противотанковых ружьях.\n[c][FF0000]Без урона против энергетических щитов",,,,,,,,
itmDrillCharge,A Promethium-based Energy Cell compatible with any standard Plasma Drill that will fully charge the tool's capacitor.,,,,,,,," Энергетическая ячейка на основе прометия, совместимая с любой стандартной плазменной Бурю, которая полностью заряжает Конденсатор инструмента.",,,,,,,,
itmShotgunShells,Standard Buckshot shells compatible with any UCH-issue shotgun and some pistol attachments.,,,,,,,," Стандартные патроны Buckshot, совместимые с любым дробовиком UCH и некоторыми насадками для пистолетов.",,,,,,,,
itmLaserPistolCharge,A promethium-based Energy Cell compatible with any standard laser pistol that will fully charge the weapon's capacitors.\n[c][00AAFF]One charge will fill the weapon's entire clip,,,,,,,," Энергетическая ячейка на основе прометия, совместимая с любым стандартным лазерным пистолетом, полностью заряжает Конденсаторы оружия.\n[c][00AAFF]Один заряд заполняет всю обойму оружия.",,,,,,,,
itmLaserRifleCharge,A pentaxid-based Energy Cell compatible with any standard laser rifle that will fully charge the weapon's capacitors.\n[c][00AAFF]One charge will fill the weapon's entire clip,,,,,,,,"Энергетическая ячейка на основе пентаксида, совместимая с любой стандартной лазерной винтовкой, которая полностью зарядит Конденсаторы оружия.\n[c][00AAFF]Один заряд заполнит всю обойму оружия.",,,,,,,,
itmMultiCharge,A Promethium-based Energy Cell compatible with any standard Multitool that will fully charge the tool's capacitor.,,,,,,,," Энергетическая ячейка на основе прометия, совместимая с любым стандартным Мультитулом, полностью заряжает Конденсатор инструмента.",,,,,,,,
itmPlasmaCannonCharge,An Erestrum plasma cell used as ammunition by portable plasma cannons.,,,,,,,," Плазменная ячейка Erestrum, используемая в качестве боеприпасов для переносных плазменных пушек.",,,,,,,,
itmSlowRocketHoming,A laser-guided rocket used by portable rocket launchers against enemy personnel and aircrafts.,,,,,,,," Ракета с лазерным наведением, используемая переносными ракетными Установками против живой силы и самолетов противника.",,,,,,,,
itmPlasmaBlasterCharge,A small plasma cell containing exotic elements that's used by some alien plasma weaponry.,,,,,,,," Небольшая Плазменная ячейка, содержащая экзотические элементы, которая используется в плазменном оружии пришельцев.",,,,,,,,
itmEthanolCanister,Refined Ethanol designed to burn at higher temperatures for use in upgraded Flamethrowers.,,,,,,,," Очищенный этанол, предназначенный для горения при более высоких температурах и предназначенный для использования в модернизированных огнеметах.",,,,,,,,
itmOxygenBottleLarge,A small reinforced steel tank that contains pure compressed O2. Can only be emptied into structure-mounted Oxygen Tanks.,,,,,,,," Небольшой резервуар из усиленной стали, содержащий чистый сжатый O2. Может быть опорожнен только в кислородные Баллоны, установленные на конструкции.",,,,,,,,
itmSVPlasmaCannonCharge,Erestrum Gel suspended in a disposable metal casing that can be superheated with a cascade laser array. Used as ammunition in gunship-mounted plasma cannons.\n[c][FFBB00]Medium Damage vs Energy Shields,,,,,,,," Гель Erestrum, подвешенный в одноразовом металлическом корпусе, который можно перегревать с помощью каскадного лазерного массива. Используется в качестве боеприпасов в плазменных пушках, установленных на боевом корабле.\n[c][FFBB00]Средний урон против энергетических щитов",,,,,,,,
itmRailgunSlug,Ferrous sathium-tipped slugs used as ammunition in Railguns. Possess superior penetration against armor but deflect harmlessly off shields.\n[c][FF0000]No Damage vs Energy Shields,,,,,,,,"Железные пули с сатиевыми наконечниками, используемые в качестве боеприпасов в рельсотронах. Обладают превосходным пробиванием брони, но безвредно отражают щиты.\n[c][FF0000]Нет урона энергетическим щитам",,,,,,,,
itmSVRocket,Designed to be a low-collateral damage weapon for irregular warfare. The SGM-220 is standard use in space combat on all small crafts.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,,Разработан как оружие с низким побочным уроном для нерегулярных боевых действий. SGM-220 стандартно используется в космических боях на всех малых кораблях.\n[c][FF0000]Низкий урон против энергетических щитов,,,,,,,,
itmCannonRoundT1,30x175mm Cannon rounds that are available in both armor-piercing and explosive rounds.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,," Снаряды для пушек 30x175 мм доступны как в бронебойных, так и в разрывных снарядах.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами",,,,,,,,
itmSVLaserChargeT1,A promethium-based energy cell rated for small spacecrafts to recharge the capacitors in a Pulse Laser cannon. One cell will fully charge the capacitors.\n[c][00FF00]High Damage vs Energy Shields,,,,,,,," Энергетическая ячейка на основе прометия, предназначенная для небольших космических кораблей для перезарядки Конденсаторов в пушке импульсного лазера. Одна ячейка полностью зарядит Конденсаторы.\n[c][00FF00]Высокий урон против энергетических щитов",,,,,,,,
itmBAArtilleryShellT1,380mm High-Explosive anti-ship Artillery shell designed for surface-mounted artillery cannons.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,," 380-мм осколочно-фугасный противокорабельный артиллерийский снаряд, предназначенный для надводных артиллерийских орудий.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами",,,,,,,,
itmCVLaserChargeT1,A disposable high-output capacitor cell designed to fit into a mobile pulse laser array. It is rated for 50 shots before it needs to be replaced.\n[c][00FF00]High Damage vs Energy Shields,,,,,,,,"Одноразовая Конденсаторная ячейка с высокой выходной мощностью, предназначенная для установки в массив мобильных импульсных лазеров. Он рассчитан на 50 выстрелов, прежде чем его нужно будет заменить.\n[c][00FF00]Высокий урон против энергетических щитов",,,,,,,,
itmCVRocketT1,A 140mm precision-guided penetrating missile designed for deployment from warship missile turrets.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,," 140-мм высокоточная проникающая Ракета, предназначенная для запуска из ракетных башен боевых кораблей.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами",,,,,,,,
itmHVPlasmaChargeT1,Erestrum Gel suspended in a disposable metal casing that can be superheated with a cascade laser array. Used as ammunition in mobile plasma turrets.\n[c][FFBB00]Medium Damage vs Energy Shields,,,,,,,," Гель Erestrum, подвешенный в одноразовом металлическом корпусе, который можно перегревать с помощью каскадного лазерного массива. Используется в качестве боеприпасов в мобильных плазменных турелях.\n[c][FFBB00]Средний урон против энергетических щитов",,,,,,,,
itmFlakShellT1,"Explosive airburst, anti-aircraft shells that can be set to explode on contact or after exiting the barrel, spraying the skies with explosive shrapnel.\n[c][FF0000]Low Damage vs Energy Shields",,,,,,,," Взрывной взрыв в воздухе, зенитные снаряды, которые можно настроить на взрыв при контакте или после выхода из ствола, осыпание неба разрывной шрапнелью.\n[c][FF0000]Низкий урон против энергетических щитов",,,,,,,,
itmCVPlasmaChargeT1,A cell of Erestrum Gel that is vaporized by a cascade laser array and magnetically confined and propelled at high speed to deal massive thermal and radiological damage.\n[c][FFBB00]Medium Damage vs Energy Shields,,,,,,,," Ячейка геля эреструма, которая испаряется массивом каскадных лазеров, удерживается магнитом и движется на высокой скорости, нанося огромный термический и радиологический урон.\n[c][FFBB00]Средний урон против энергетического Щита",,,,,,,,
itmHVArtilleryShellT1,155mm explosive ballistic artillery shell designed for use in mobile artillery platforms.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,,"155-мм фугасный баллистический артиллерийский снаряд, предназначенный для использования в мобильных артиллерийских платформах.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами",,,,,,,,
itmZiraxLaserCharge,A type of thermal laser capacitor used in Zirax laser weaponry. It's inefficient compared to UCH lasers but can be used in dense atmosphere.\n[c][00FF00]High Damage vs Energy Shields,,,,,,,," Тип теплового лазерного Конденсатора, используемый в лазерном оружии Zirax. Он неэффективен по сравнению с лазерами UCH, но может использоваться в плотной атмосфере.\n[c][00FF00]Высокий урон против энергетических щитов",,,,,,,,
itmSVRocketHoming,Designed to be a low-collateral precision-guided missile for space-to-space combat. The SSM-225 is standard use in space combat on all small crafts.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,,Разработана как высокоточная Ракета с малым побочным эффектом для ведения боя в космосе. SSM-225 стандартно используется в космических боях на всех малых кораблях.\n[c][FF0000]Низкий урон против энергетических щитов,,,,,,,,
itmCVArtilleryShellT1,375mm High-Explosive anti-ship Artillery shell designed for ship-mounted artillery cannons.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,," 375-мм осколочно-фугасный противокорабельный артиллерийский снаряд, предназначенный для корабельных артиллерийских орудий.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами",,,,,,,,
itmBARocketT1,A 145mm precision-guided missile designed for deployment from static missile turrets.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,," 145-мм высокоточная Ракета, предназначенная для развертывания из стационарных ракетных турелей.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами.",,,,,,,,
itmCVLaserChargeWeapon,A disposable high-output capacitor cell designed to fit into a mobile pulse laser array. It is rated for 50 shots before it needs to be replaced.\n[c][00FF00]High Damage vs Energy Shields,,,,,,,,"Одноразовая Конденсаторная ячейка с высокой выходной мощностью, предназначенная для установки в массив мобильных импульсных лазеров. Он рассчитан на 50 выстрелов, прежде чем его нужно будет заменить.\n[c][00FF00]Высокий урон против энергетических щитов",,,,,,,,
itmZiraxRocketT1,A 133mm heat-seeking missile used by the Zirax navy for deployment from their warship missile turrets.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,," 133-мм Ракета с тепловым наведением, используемая военно-морскими силами Зиракс для запуска из ракетных башен своих боевых кораблей.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами",,,,,,,,
itmZiraxArtilleryShellT1,A 180mm trans-atmospheric stabilized artillery shell with an Erestrum Plasma detonator used in Zirax artillery installations. It can be reused in any captured zirax turrets or deconstructed for components.\n[c][FFBB00]Medium Damage vs Energy Shields,,,,,,,,"180-мм заатмосферный стабилизированный артиллерийский снаряд с детонатором Erestrum Plasma, используемый в артиллерийских Установках Zirax. Его можно повторно использовать в любых захваченных турелях Зиракс или разобрать на компоненты.\n[c][FFBB00]Средний урон против энергетических щитов",,,,,,,,
itmHVRocketT1,The SAM-114 is a precision-guided anti-aircraft missile used in hover vehicle-mounted missile turrets.\n[c][FF0000]Low Damage vs Energy Shields,,,,,,,," SAM-114 – это высокоточная Зенитная Ракета, используемая в ракетных турелях, установленных на транспортных средствах.\n[c][FF0000]Низкий урон по сравнению с энергетическими щитами.",,,,,,,,
itmZiraxEMPCharge,Some kind of Plasma Cell used in specialized Zirax turrets that create an EMP shockwave on detonation. It can be reused or salvaged for components.\n[c][00FF00]High Damage vs Energy Shields,,,,,,,," Какая-то Плазменная ячейка, используемая в специализированных турелях Zirax, которые создают ударную волну ЭМИ при детонации. Его можно использовать повторно или разобрать на компоненты.\n[c][00FF00]Высокий урон против энергетических щитов",,,,,,,,
itmHydrogenCell,A hydrogen fuel cell used in a fusion reactor to initiate and sustain a fusion reaction.,,,,,,,," Водородный топливный элемент, используемый в термоядерном реакторе для инициирования и поддержания термоядерной реакции.",,,,,,,,
itmSteak,A grilled steak made from processed meat. It looks tasty but I make no guarantees on the flavor.,,,,,,,," Стейк на гриле из переработанного мяса. Выглядит вкусно, но на вкус не ручаюсь.",,,,,,,,
itmMeat,It's some kind of unidentifiable meat. I wouldn't recommend eating this raw.,,,,,,,,Это какое-то непонятное мясо. Я бы не рекомендовал есть это сырым.,,,,,,,,
itmSpice,Dried Cobraleaves which has a smell and flavor similar to cinnamon with a hint of spiciness.,,,,,,,," Сушеные листья кобры, имеющие запах и вкус, похожие на корицу с оттенком пряности.",,,,,,,,
itmCactusSpears,The fruit of the Opuntia cactus. Delicious and refreshing if a little sour.,,,,,,,,"Плод кактуса Опунция. Вкусно и освежающе, если немного кисловато.",,,,,,,,
itmFiber,Plant fibers that can be processed into a multitude of components from building blocks to ammunition.,,,,,,,," Растительные волокна, которые можно перерабатывать во множество компонентов, от строительных блоков до боеприпасов.",,,,,,,,
itmAkuaWine,A bottle of Akuan Wine made from Akuan Berries and artificially aged using a Food Processor. None of the class of a real Terran vintage of course.,,,,,,,," Бутылка вина Акуан, сделанная из ягод Акуан и искусственно состаренная с помощью кухонного комбайна. Конечно, ни один класс настоящего Терранского винтажа.",,,,,,,,
itmAlienParts01,A fleshy plant growth filled with a strong anesthetic sap possessing anti-bacterial and anti-microbial properties.,,,,,,,," Мясистый рост растения, наполненный сильным анестезирующим соком, обладающим антибактериальными и антимикробными свойствами.",,,,,,,,
itmAlienParts02,A gland retrieved from an alien creature that scans have identified to have medical uses if processed properly.,,,,,,,," Железа, полученная от инопланетного существа, которое, как было установлено сканированием, может использоваться в медицинских целях при правильной обработке.",,,,,,,,
itmAlienParts03,A hard mollusk-like growth whose body contains enzymes and poisons that can be diluted and processed for medical applications.,,,,,,,," Твердый нарост, похожий на моллюска, тело которого содержит ферменты и яды, которые можно разбавлять и обрабатывать для медицинских целей.",,,,,,,,
itmStew,A big bowl of Dino Stew (may not contain actual dinosaur) complete with a variety of toppings and seasonings. This is the best meal around and it's best to eat it while it's hot.,,,,,,,," Большая миска Dino Stew (может не содержать настоящего динозавра) с различными начинками и приправами. Это лучшая еда, и лучше есть ее, пока она горячая.",,,,,,,,
itmBread,Regular white bread with a nice crunchy crust on top that would be great as a sandwich.,,,,,,,," Обычный белый хлеб с красивой хрустящей корочкой наверху, который отлично подойдет в качестве бутерброда.",,,,,,,,
itmFruit,A suspicious breed of fruit unique to the Andromeda galaxy. It should be safe to eat right?,,,,,,,,"Подозрительный сорт фруктов, уникальный для галактики Андромеды. Это должно быть безопасно есть правильно?",,,,,,,,
itmGrain,Seemingly ordinary grain that's used to make bread and pastries. It's probably a bit hard to digest.,,,,,,,," На вид обычное зерно, из которого делают хлеб и выпечку. Наверное, это трудно переварить.",,,,,,,,
itmEgg,A mystery egg about the size of an Ostrich egg with a red yolk. Probably not a good idea to eat this raw.,,,,,,,," Загадочное яйцо размером со страусиное яйцо с красным желтком. Наверное, не стоит есть это сырым.",,,,,,,,
itmVaronRoot,A tough and extremely spicy root from the Varon plant. Possesses detectable concentrations of both a powerful stimulant and a muscle relaxant.,,,,,,,," Жесткий и очень острый корень растения Варон. Обладает определяемыми концентрациями как мощного стимулятора, так и миорелаксанта.",,,,,,,,
itmStimulant,A toxic plant that has developed something similar to caffeine as a defense against being eaten by wildlife.,,,,,,,," Ядовитое растение, выработавшее что-то похожее на кофеин для защиты от поедания дикими животными.",,,,,,,,
itmAlienTooth,A sharp tooth of some unidentified alien creature. It appears to be hollow.,,,,,,,," Острый зуб какого-то неопознанного инопланетного существа. Кажется, что это пустота.",,,,,,,,
itmRibs,Some delicious spare ribs coated in special barbeque sauce. Why are these things so messy to eat?,,,,,,,," Несколько вкусных свиных ребрышек, покрытых специальным соусом барбекю. Почему эти вещи так грязно есть?",,,,,,,,
itmOrange,A strange orange-like fruit. The zirax seem to eat them but I have no idea where they get them.,,,,,,,," Странный апельсиновый фрукт. Кажется, зираксы их едят, но я понятия не имею, где они их берут.",,,,,,,,
itmVeggieBurger,Apparently i'm going vegan because this is the saddest meat-free burger i've ever seen.,,,,,,,," Очевидно, я перехожу на веганство, потому что это самый грустный бургер без мяса, который я когда-либо видел.",,,,,,,,
itmFusionCell,An advanced and unstable promethium fuel cell that utilizes hydrogen as a neutron moderator to contain a nuclear chain-reaction that would normally occur in this state.,,,,,,,," Усовершенствованный и нестабильный прометиевый топливный элемент, в котором водород используется в качестве замедлителя нейтронов для сдерживания цепной ядерной реакции, которая обычно происходит в этом состоянии.",,,,,,,,
itmMilk,A bottle of questionable milk.\n\n[c][00FF00]Treats:[-][/c] [c][FFFFFF]Bad Trip[-][c][FFBB00] (75%)[-][/c],,,,,,,,Бутылка сомнительного молока.\n\n[c][00FF00]Угощения:[-][/c] [c][FFFFFF]Плохая поездка[-][c][FFBB00] (75%)[-][/с],,,,,,,,
itmCheese,A wedge of strong-smelling cheese that would probably be good with a bottle of wine or on a cheeseburger.,,,,,,,," Кусочек сильно пахнущего сыра, который, вероятно, будет хорош с бутылкой вина или чизбургером.",,,,,,,,
itmBeer,A bottle of Beer from TOP Brewery in the Andromeda Galaxy. It has enough alcohol in it to kill more than just brain cells.,,,,,,,," Бутылка пива от TOP Brewery в галактике Андромеды. В нем достаточно алкоголя, чтобы убить не только клетки мозга.",,,,,,,,
itmNutrientSolution,A bottle of mineral fertilizer for growing plants and trees.,,,,,,,,Канистра с минеральным удобрением для выращивания растений и деревьев.,,,,,,,,
itmRottenFood,This used to be edible at one point. I wouldn't risk it anymore.,,,,,,,,Когда-то это было съедобно. Не суйте в рот что попало и не ешьте всякую гадость.,,,,,,,,
itmHerbalLeaves,Herbal leaves with many medicinal uses when processed and concentrated.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Indigestion[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Food Poisoning[-][c][FF0000] (25%)[-][/c],,,,,,,," Листья трав, используемые во многих медицинских целях при обработке и концентрировании.\n\n[c][00FF00][b]Лечение:[/b][-][/c]\n[c][FFFFFF]расстройство желудка[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Пищевое отравление[-][c][FF0000] (25%)[-][/c]",,,,,,,,
itmRadiationImmunityShot,An auto-injector loaded with a complex iodine-based drug that reduces the body's absorption of harmful radiation for 5 minutes.,,,,,,,," Автоинъектор, наполненный комплексным препаратом на основе йода, снижающим поглощение организмом вредных излучений на 5 минут.",,,,,,,,
itmPhoenixFern,A soft fibrous frond that has some medical applications.,,,,,,,,"Мягкая волокнистая ветвь, имеющая применение в медицине.",,,,,,,,
itmBoiledEgg,A large and rich hard-boiled egg that's perfect for salads or on it's own.,,,,,,,,"Большое и вкусное яйцо вкрутую, которое идеально подходит для салатов или как самостоятельное блюдо.",,,,,,,,
itmTrumpetGreens,A rare type of vegetable that's high in vitamins and antioxidants.,,,,,,,,Редкий вид овощей с высоким содержанием витаминов и антиоксидантов.,,,,,,,,
itmBrafusFungi,A poisonous fungus that contains extremely potent effects that rapidly stimulate healing but dangerously relaxes the muscles.,,,,,,,,"Ядовитый гриб, обладающий сильными эффектами, которые быстро стимулируют заживление, но опасно расслабляют мышцы сфинктера и др.",,,,,,,,
itmConfettiMoss,A resilient type of moss found to possess a powerful stimulant equal to medical-grade adrenaline.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Poison (Stage 1)[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Infected Wound[-][c][FF0000] (50%)[-][/c],,,,,,,,"Устойчивый вид мха обладает мощным стимулятором, равным адреналину медицинского класса.\n\n[c][00FF00][b]Угощения:[/b][-][/c]\n[c][FFFFFF]Яд (Стадия 1)[-][c][FF0000] (25%)[-][/c]\n[c][FFFFFF]Зараженная рана[-][c][FF0000] (50%) [-][/с]",,,,,,,,
itmFireMoss,A dangerous variant of confetti moss that possess a neurotoxin when ingested causes extreme stress on the heart and muscles.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Bad Trip[-][c][FF0000] (25%)[-][/c],,,,,,,,"Опасный вид конфетти мха, который содержит нейротоксин, при попадании в организм вызывает сильную нагрузку на сердце и мышцы.\n\n[c][00FF00][b]Лекарства:[/b][-][/c]\n[c][FFFFFF]Плохая поездка[-][c][FF0000] (25%)[-][/c]",,,,,,,,
itmRations,Military-issue ration packs. Like eating a boot with sauce...,,,,,,,,Рацион военного образца. Как съесть ботинок с соусом...,,,,,,,,
itmPlantProtein,A tough pod containing a protein-rich seed similar in consistency and flavor as broad beans.,,,,,,,,"Жесткий стручок, содержащий богатые белком семена, по консистенции и вкусу напоминающие бобы.",,,,,,,,
itmWaterContainer,A large container of untreated water that can be used as coolant or to extinguish a fire.,,,,,,,,"Большая емкость с неочищенной водой, которую можно использовать в качестве охлаждающей жидкости или для тушения пожара.",,,,,,,,
itmWaterBottle,A bottle of purified water that will keep you cool and hydrated.,,,,,,,,"Бутылка очищенной воды, которая охладит и освежит Вас.",,,,,,,,
itmMushroom,A type of large brown mushroom that may or may not have psychoactive properties.,,,,,,,,"Тип большого коричневого гриба, который может иметь или не иметь психоактивные свойства.",,,,,,,,
itmAlienThorn,A hollow needle with a point as fine as any hypodermic needle.,,,,,,,,Полая игла с острием не хуже любой иглы для подкожных инъекций.,,,,,,,,
