KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_eum4O8a,[b][c][ffffff]Data Package:[-][/c][/b] [b][c][00ffee]Secondary Firing Modes [-][/c][/b]has been successfully installed to your [c][ffffff]Empyriopedia (F1)[-][/c],,,,,,,,[b][c][ffffff]Пакет данных:[-][/c][/b] [b][c][00ffee]Secondary Firing Modes [-][/c][/b]установлен успешно в вашу [c][ffffff]Эмпириопедию (F1)[-][/c],,,,,,,,
pda_aKiKeKe,[b][c][ffffff]Data Package:[-][/c] [c][00ffee]Nutrition[-][/c][/b],,,,,,,, [b][c][ffffff]Пакет данных:[-][/c] [c][00ffee]Питание (Еда)[-][/c][/b],,,,,,,,
pda_aOOSW02,[b][c][ffffff]Downloading Files[-][/c][/b],,,,,,,,[b][c][ffffff]Скачивание файлов[-][/c][/b],,,,,,,,
pda_S904e9u,[c][bdbdbd]Installing...[-][/c],,,,,,,,[c][bdbdbd]Установка...[-][/c],,,,,,,,
pda_uuqu4kc,[b][c][ffffff]Package Information:[-][/c][/b]\nThis data package is automatically included in your Empyriopedia.,,,,,,,, [b][c][ffffff]Информация о пакете:[-][/c][/b]\nЭтот пакет данных автоматически включается в вашу Empyriopedia.,,,,,,,,
pda_CiGui4m,"[c][00ffee][u][b]Nutrition:[/b][/u][-][/c]\nUnlike the default game, Reforged Galaxy introduces a support system using Nutrition. This does not negatively impact the player, instead providing bonuses of varying strength based on the quality of the food consumed.\n\n[b][c][6bd600]Major Food Bonus:[-][/c][/b] Bonus given by eating high-quality foods like Stew, Pizza, Fruit Pie and Cake.\nGives moderate health regeneration and increases maximum health and hunger by 150.\n\n[b][c][ffae00]Normal Food Bonus:[-][/c][/b] Bonus given by eating medium-quality foods like Veggie Burgers, Waffles and Canned foods.\nGives minor health regeneration and increases maximum health and hunger by 100.\n\n[b][c][ff5c5c]Weak Food Bonus:[-][/c][/b] Bonus given by eating low-quality foods like Steak, Cereal and Fried Vegetables.\nGives very weak regeneration and increases maximum health and hunger by 50\n\n[u][c][00ffee][b]Duration:[/b][-][/c][/u]\nVarying based on which foods you have eaten the bonuses have higher or lower chances of being applied, with stronger Food Bonuses lasting the longest and weak food bonuses lasting the shortest amount of time.\nFood poisoning, indigestion and eating rotten food will clear away all food bonuses.\n\n[u][c][00ffee][b]Final Notes:[/b][-][/c][/u]\nEnergy Bars and Emergency Rations DO NOT give any nutrition bonuses.\nEating spoiled food will purge all nutrition bonuses.",,,,,,,,"[c][00ffee][u][b]Питание:[/b][/u][-][/c]\nВ отличие от игры по умолчанию, в Reforged Galaxy представлена система поддержки с использованием питания. Это не оказывает негативного влияния на игрока, вместо этого предоставляя бонусы различной силы в зависимости от качества потребляемой пищи.\n\n[b][c][6bd600]Большой бонус к еде:[-][/c][/b] Бонус, получаемый при употреблении высококачественных продуктов, таких как тушеное мясо, пицца, фруктовый пирог и торт.\nУмеренно восстанавливает здоровье и увеличивает максимальное здоровье и голод на 150.\n\n[b][c][ffae00]Бонус от обычной еды: [-][/c][/b] Бонус, получаемый при употреблении в пищу продуктов среднего качества, таких как вегетарианские бургеры, вафли и консервы.\nДает незначительное восстановление здоровья и увеличивает максимальное здоровье и голод на 100.\n\n[b][c][ff5c5c]Бонус слабой еды:[-][/c][/b] Бонус, получаемый при употреблении некачественных продуктов, таких как стейк, хлопья и жареные овощи.\nДает очень слабую регенерацию и увеличивает максимальное здоровье и голод на 50\n\n[u][c][00ffee][b]Продолжительность:[/b][-][/c][/u]\nВ зависимости от того, какие продукты вы съели, шансы на получение бонусов выше или ниже применяются, причем более сильные бонусы к еде действуют дольше всего, а слабые бонусы к еде — меньше всего. количество времени.\nПищевое отравление, расстройство желудка и употребление в пищу испорченной пищи аннулируют все пищевые бонусы.\n\n[u][c][00ffee][b]Заключительные примечания:[/b][-][/c] [/u]\nЭнергетические батончики и аварийные пайки НЕ ДАЮТ никаких бонусов к питанию.\nУпотребление испорченной пищи сбрасывает все бонусы к питанию.",,,,,,,,
pda_m8OCBqK,[b][c][ffffff]Data Package:[-][/c][/b] [b][c][00ffee]Nutrition [-][/c][/b]has been successfully installed to your [c][ffffff]Empyriopedia (F1)[-][/c],,,,,,,,[b][c][ffffff]Пакет данных:[-][/c][/b] [b][c][00ffee]Nutrition [-][/c][/b] успешно установлен на ваш [c][ffffff]Эмпириопедию (F1)[-][/c],,,,,,,,
pda_lGOSOae,[b][c][ffffff]Data Package:[-][/c] [c][00ffee]Alignment System[-][/c][/b],,,,,,,, [b][c][ffffff]Пакет данных:[-][/c] [c][00ffee]Система мировоззрения[-][/c][/b],,,,,,,,
pda_C8Esg8e,[b][c][ffffff]Checking Alignment Statistics[-][/c][/b],,,,,,,,[b][c][ffffff]Проверка статистики мировоззрения[-][/c][/b],,,,,,,,
pda_C0OCO0O,[c][bdbdbd]Displaying Information...[-][/c],,,,,,,, [c][bdbdbd]Отображение информации...[-][/c],,,,,,,,
pda_0eOOcm0,[c][ffffff][b]Please wait...[/b][-][/c],,,,,,,,"[c][ffffff][b]Пожалуйста, подождите...[/b][-][/c]",,,,,,,,
pda_8OKma0m,"[b][c][00ffee][u]Alignment:[/u][-][/c][/b]\nCommonly known as a Karma System in some games, the Alignment System in Reforged Galaxy gives you multiple choice actions with story NPCs and missions that adjust your alignment between Paragon and Renegade.\nThese have little effect on the story and gameplay except at certain junctions where if your Paragon or Renegade alignment is high enough will allow you to take a special action not otherwise available. It may include interrupting an enemy's monologue to trigger a fight before his reinforcements show up; the ability to sweet-talk a guard into looking the other way; Or the ability to threaten enemy reinforcements into fleeing.\n\nThere are certain junctions in the storyline where massively important decisions will sway your alignment one way or the other and completely change the direction the story will go further down the line.\n\n[b]NOTE:[/b] Using a Paragon or Renegade action will reduce your points for the opposite alignment slightly.\n\n[b][u][c][00ffee]Checking your Alignment:[-][/c][/u][/b]\nBecause the Alignment System is bound to character dialogue, you will need to [b][c][2eafff]Activate this mission[-][/c][/b] to display a dialogue window that will show your present alignment values for both Paragon and Renegade.",,,,,,,,"[b][c][00ffee][u]Мировоззрение:[/u][-][/c][/b]\nИзвестная в некоторых играх как система кармы, система мировоззрения в Reforged Galaxy дает вам несколько вариантов действия с сюжетными неигровыми персонажами и миссии, которые меняют ваше мировоззрение между Идеалом и Отступником.\nОни мало влияют на историю и игровой процесс, за исключением определенных стыков, где, если ваше мировоззрение Идеала или Отступника достаточно высоко, вы сможете предпринять особое действие, недоступное в противном случае. . Это может включать в себя прерывание монолога врага, чтобы вызвать бой до того, как появится его подкрепление; способность уговорить охранника смотреть в другую сторону; Или возможность заставить вражеское подкрепление бежать.\n\nВ сюжетной линии есть определенные перекрестки, где чрезвычайно важные решения так или иначе повлияют на ваше мировоззрение и полностью изменят направление развития сюжета.\n\n[b]ПРИМЕЧАНИЕ.[/b] Использование действия Идеала или Отступника немного уменьшит ваши очки за противоположное мировоззрение.\n\n[b][u][c][00ffee]Проверка вашего мировоззрения:[-][/c][/u][/b]\nПоскольку система мировоззрения привязана к диалогам персонажей, вам нужно будет [b][c][2eafff]активировать это задание[-][/c][/b], чтобы отобразите диалоговое окно, в котором будут показаны ваши текущие значения мировоззрения как для Paragon, так и для Renegade.",,,,,,,,
pda_K4OumOO,"[b][c][2eafff][ Zirax Guard ][-][/c][/b]\n[c][ffee00]Okay, you're authorized.[-][/c]\n[c][ffee00]Just pull that switch behind you.[-][/c]",,,,,,,,"[b][c][2eafff][Zirax Guard][-][/c][/b]\n[c][ffee00]Хорошо, вы авторизованы.[-][/c]\n[c][ffee00]Просто потяните переключатель позади себя.[-][/c]",,,,,,,,
pda_q8iame4,[b]Chapter 1:[/b] [c][a6ff00][b]Vindicator[/b][-][/c],,,,,,,,[b]Глава 1:[/b] [c][a6ff00][b]Мститель[/b][-][/c],,,,,,,,
pda_8u8KU8m,"[b][c][a6ff00]Chapter 1: Vindicator[-][/c][/b]\n\nThe traitor Ki'eve may have been dealt with, but there are still his four companions who have defected to the Zirax and could be hiding anywhere; and striking out at their oppressors doesn't seem like something that Chief Na'tuk is willing to do.\nPerhaps there is another who's not quite so reserved to maintain the status quo?\n\n[b][c][ff0000]This mission can only be started on the Starting Planet[-][/c][/b]\n\n[c][c0c0c0]* * *[-][/c]\n[u][b]STORYLINE[/b][/u]\n[c][00ffff]Chapter 1: Vindicator[-][/c]\n[c][c0c0c0]Chapter 2: Instigator[-][/c]\n[c][c0c0c0]Chapter 3: Freedom Fighter[-][/c]\n[c][c0c0c0]Chapter 4: Odyssey[-][/c]",,,,,,,,"[b][c][a6ff00]Глава 1: Мститель[-][/c][/b]\n\nС предателем Ки'еве разобрались, но его четверо товарищей все еще на стороне Zirax, могут прятаться где угодно и нанести удар по своим преследователям. Не похоже на то, что вождь На'тук готов что-то с этим делать.\nВозможно, есть еще кто-то, кто не так сдержан, чтобы сохранить статус-кво?\n\n[b][c][ff0000]Эту миссию можно начать только на Стартовой планете[-][/c][/b]\n\n[c][c0c0c0]* * *[-][/c]\n[u][b] СЮЖЕТ[/b][/u]\n[c][00ffff]Глава 1: Мститель[-][/c]\n[c][c0c0c0]Глава 2: Подстрекатель[-][/c]\n[c][c0c0c0]Глава 3: Борец за свободу[-][/c]\n[c][c0c0c0]Глава 4: Одиссея[-][/c]",,,,,,,,
pda_esCGqGq,"[b][c][a6ff00]Chapter 1: Vindicator[-][/c][/b]\n\nThe traitor Ki'eve may have been dealt with, but there are still his four companions who have defected to the Zirax and could be hiding anywhere; and striking out at their oppressors doesn't seem like something that Chief Na'tuk is willing to do.",,,,,,,,"[b][c][a6ff00]Глава 1: Мститель[-][/c][/b]\n\nС предателем Ки'еве разобрались, но его четверо товарищей все еще на стороне Zirax, могут прятаться где угодно и нанести удар по своим преследователям. Не похоже на то, что вождь На'тук готов что-то с этим делать.",,,,,,,,
pda_GKuSKi4,Friend to the Clan,,,,,,,,Друг Клана,,,,,,,,
pda_qe2KKDq,"[c][2eafff]I can't help but worry that we've put Na'tuk and his clan in danger by allowing those four [-][/c][c][ff5c5c]Renegade Hunters[-][/c][c][2eafff] that were working with Ki'eve to escape, IDA.[-][/c]\n[c][2eafff]It's only a matter of time before the Zirax on this planet retaliate against them for helping us...[-][/c]",,,,,,,," [c][2eafff]Не могу не волноваться, что мы подвергли опасности На'тука и его клан, позволив этим четырем [-][/c][c][ff5c5c]Охотникам-Отступникам[-][/c][c][2eafff], которые работали с Ки'еве, чтобы сбежать, IDA.[-][/c]\n[c][2eafff]Это только вопрос времени, когда Zirax на этой планете отомстят им за помощь нам...[-][/c]",,,,,,,,
pda_qWCSiM4,Receiving Transmission...,,,,,,,,Входящее Сообщение...,,,,,,,,
pda_0UOOF8w,===,,,,,,,,,,,,,,,,
pda_aaEC8qO,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]You may be correct, Commander.\nHowever, there is likely nothing you can do that would not go against Chief Na'tuk's pacifist standing.[-][/c]",,,,,,,," [b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Возможно, вы правы, Коммандер.\nОднако, скорее всего, вы ничего не сможете сделать, чтобы не идти против пацифистской позиции вождя На'тука.[-][/c]",,,,,,,,
pda_88Ci0Oe,Friend to the Clan,,,,,,,,Друг клана,,,,,,,,
pda_480Em8G,[c][2eafff]Well... [-][/c][c][2eafff]There's no use guessing what he will or won't do.[-][/c]\n[c][2eafff]So I might as well just go and [-][/c][i][c][2eafff]ask [-][/c][/i][c][2eafff]him.[-][/c],,,,,,,,"[c][2eafff]Ну... [-][/c][c][2eafff]Бесполезно гадать, что он сделает, а что нет.[-][/c]\n[c][2eafff]]Так что я могу просто пойти и [-][/c][i][c][2eafff]спросить [-][/c][/i][c][2eafff]его.[-][/c]",,,,,,,,
pda_K4OaW6W,Speak to Chief Na'tuk,,,,,,,,Поговорите с вождем На'туком,,,,,,,,
pda_qW4iuau,Speak to Chief Na'tuk in the Tal'ohn Village about dealing with the Renegade Tal'ohn that joined the Zirax.,,,,,,,," Поговорите с вождем На'тук в деревне Тал'он о том, как разобраться с ренегатом Тал'оном, присоединившимся к Zirax.",,,,,,,,
pda_qqo00k4,Religious Concerns,,,,,,,,Религиозные Проблемы,,,,,,,,
pda_u0qO4ma,[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]The Shaman is carrying some unusually advanced technologies despite the restrictions placed by the Zirax on the Tal'ohn.[-][/c]\n[c][00ffee]I was able to identify and add him to your display because of it.[-][/c],,,,,,,," [b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Шаман обладает необычайно передовыми технологиями, несмотря на ограничения, наложенные Ziraxом на Тал' охн.[-][/c]\n[c][00ffee]Благодаря этому я смог опознать его и добавить к вам на экран.[-][/c]",,,,,,,,
pda_4eG8Cam,Speak to the Village Shaman,,,,,,,,Поговорите с деревенским шаманом,,,,,,,,
pda_eeWuOKX,"Na'tuk plans on passing the role of Chief. If anyone knows who is a favored candidate for the role, it would be the village shaman.",,,,,,,," На'тук планирует отказаться от роли Шефа. Если кто и знает, кто является предпочтительным кандидатом на эту роль, так это деревенский шаман.",,,,,,,,
pda_OGSaP8a,Pilgrim's Journey,,,,,,,,Путешествие Паломника,,,,,,,,
pda_qiKIGe4,"[c][2eafff]It looks like finding this Khalad will be ours, and [i]their[/i] best bet in ensuring the future of the clan, IDA.\nIt sounds like he won't need much briefing on the situation, but nothing will happen unless he's [i]here[/i].[-][/c]",,,,,,,,"[c][2eafff]Похоже, найти этого Халада будет наша задача, и [i]их[/i] лучшая ставка в обеспечении будущего клана, IDA.\nПохоже, ему не нужно много рассказывать о ситуации, но ничего не произойдет, если он [i]здесь[/i].[-][/c]",,,,,,,,
pda_i4CmmaO,Receiving Transmission,,,,,,,,Входящее Сообщение,,,,,,,,
pda_08iGaKu,===,,,,,,,,,,,,,,,,
pda_iWiWCqU,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I have added the [-][/c][c][6bd600]Tal'on Ziggurat[-][/c][c][00ffee] to your HUD, Commander.[-][/c]\n[c][00ffee]I am detecting strong energy readings from the structure, however. I recommend caution.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Я добавил [-][/c][c][6bd600]Тал'он Зиккурат[-][/c][c][00ffee] на ваш HUD, Коммандер.[-][/c]\n[c][00ffee]Однако я обнаружил довольно сильные колебания энергии от структуры. Я рекомендую соблюдать осторожность.[-][/c]",,,,,,,,
pda_Ge0OeCS,Pilgrim's Journey,,,,,,,, Путешествие Паломника,,,,,,,,
pda_u0G8u4S,"[c][2eafff]Noted.[-][/c]\n[c][2eafff]But I don't think we're in any danger from the natives this time, IDA.[-][/c]",,,,,,,,"[c][2eafff]Принято к сведению.[-][/c]\n[c][2eafff]Но я не думаю, что на этот раз нам угрожают туземцы, IDA.[-][/c]",,,,,,,,
pda_c8qXquC,Reach the Tal'on Ziggurat,,,,,,,,Доберитесь до Зиккурата Тал'он,,,,,,,,
pda_iWUWauu,The nephew of Shaman Turell and the only remaining candidate to assume the position of Clan Chief is Khalad. A hothead and a passionate leader who was sent to the Ziggurat Temple to serve as a Temple Guardian after insulting the current Chief 2 years ago.\nIt's up to him to organize the Tal'on into a fighting force capable of resisting the Zirax when they come.,,,,,,,,"Племянник шамана Турелла и единственный оставшийся кандидат на пост главы клана — Халад. Вспыльчивый и страстный лидер, которого отправили в храм Зиккурат в качестве стража храма после того, как 2 года назад он оскорбил нынешнего вождя.\nОн должен организовать Тал'он в боевую силу, способную противостоять Zirax, когда приехать.",,,,,,,,
pda_eumaamS,[c][2eafff]This looks like the place.[-][/c]\n[c][2eafff]It's certainly well-built and unusually well-armed for a temple. Let's go inside an take a look around.[-][/c],,,,,,,, [c][2eafff]Похоже на это место.[-][/c]\n[c][2eafff]Оно определенно хорошо построено и необычайно хорошо вооружено для храма. Давайте зайдем внутрь и осмотримся.[-][/c],,,,,,,,
pda_8SCSieO,Journey's End,,,,,,,,Конец Путешествия,,,,,,,,
pda_8iuCGaF,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]This place is far removed from the Chief's Village. They may not be familiar with you and may refuse entry.[-][/c]\n[c][00ffee]Please try to avoid upsetting the locals again, Commander.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Это место далеко от Деревни Вождя. Они могут быть незнакомы с вами и могут отказать во входе.[-][/c]\n[c][00ffee]Пожалуйста, постарайтесь больше не расстраивать местных жителей, Коммандер.[-][/c]",,,,,,,,
pda_qmgODee,Enter the Ziggurat,,,,,,,,Войдите в Зиккурат,,,,,,,,
pda_0OJ0auC,"The Ziggurat is well-guarded, so it is advised that you don't do anything... offensive while you're here.\nSpeak to the gate guard for permission to enter, if necessary.",,,,,,,,"Зиккурат хорошо охраняется, поэтому рекомендуется не делать ничего... подозрительного, пока вы здесь.\nПоговорите со стражником у ворот, чтобы получить разрешение войти, если это необходимо.",,,,,,,,
pda_aeuOEG4,Sun and Moon,,,,,,,,Звезда и Луна,,,,,,,,
pda_imaauuK,"[c][2eafff]It seems I need to speak to the [-][/c][c][ffffff]High Shaman Orizel[-][/c][c][2eafff].[-][/c]\n[c][2eafff]According to the guardsman, he's in the room at the top of the stairs.[-][/c]",,,,,,,,"[c][2eafff]Мне нужно поговорить с [-][/c][c][ffffff]Верховным шаманом Оризелом[-][/c][c][2eafff].[-][/c]\n[c][2eafff]По словам гвардейца, он в комнате наверху лестницы.[-][/c]",,,,,,,,
pda_80uaauW,Reach The Room of the Sun,,,,,,,,Добраться до Звёздной Комнаты,,,,,,,,
pda_i4Cacma,Ascend the steps of the Ziggurat to the Room of the Sun and speak with High Shaman Orizel,,,,,,,,Поднимитесь по ступеням Зиккурата в Звёздную Комнату и поговорите с Верховным Шаманом Оризелом (Orizel).,,,,,,,,
pda_o8KGKCG,"[c][2eafff]This certainly looks like the right place.[-][/c]\n[c][2eafff]Not quite what I expected of the High Shaman, though.[-][/c]",,,,,,,,"[c][2eafff]Похоже, это то самое место.[-][/c]\n[c][2eafff]Не совсем то, что я ожидал от Верховного Шамана.[-][/c]",,,,,,,,
pda_8eOOCum,Speak to the High Shaman,,,,,,,,Поговорите с Верховным Шаманом,,,,,,,,
pda_0WqicGC,Approach the High Shaman and speak to him.,,,,,,,,Подойдите к Верховному Шаману и поговорите с ним.,,,,,,,,
pda_4AqemaW,The Night Watchmen,,,,,,,,Ночной Сторож,,,,,,,,
pda_Y8GKQK8,"[c][2eafff]IDA, it looks like Khalad was transferred out 2 years ago to one of the Ziggurat's Watchtowers.[-][/c]\n[c][2eafff]The High Shaman says it's the one [i]without [/i]a Ballista on top. Think you can find it?[-][/c]",,,,,,,,"[c][2eafff]IDA, Халада два года назад перевели в одну из сторожевых башен Зиккурата.[-][/c]\n[c][2eafff]Верховный Шаман говорит, что эта башня без баллисты сверху. Сможешь найти?[-][/c]",,,,,,,,
pda_8SOWAiC,Loading Search Parameters...,,,,,,,,Загрузка Параметров Поиска...,,,,,,,,
pda_aeaqas0,===,,,,,,,,,,,,,,,,
pda_AceaGmm,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Commander, what do you think I am?[-][/c]\n[c][00ffee]I had located the tower before the shaman had even finished his sentence and queued it up on your display.[-][/c]",,,,,,,," [b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Коммандер, кто я по вашему мнению?[-][/c]\n[c][00ffee]Я обнаружил башню еще до того, как шаман закончил свое предложение и поставил отметку на вашем дисплее.[-][/c]",,,,,,,,
pda_8mac2OG,The Night Watchmen,,,,,,,,Ночной Сторож,,,,,,,,
pda_a80aiS3,"[c][2eafff]I dunno, IDA. I honestly kinda expected you to be a brunette.[-][/c]",,,,,,,,"[c][2eafff]Не знаю, IDA. Честно говоря, я ожидал, что ты будешь жгучей брюнеткой.[-][/c]",,,,,,,,
pda_eKCe0uO,Reach the Tal'on Watchtower,,,,,,,,Доберитесь до Сторожевой Башни Тал'он,,,,,,,,
pda_m7GajaZ,===,,,,,,,,,,,,,,,,
pda_8208iea,"[c][2eafff]IDA, I just realized that Khalad's been out here for two years. It never occurred to me that he might've been killed.[-][/c]\n[c][2eafff]I just sort of hoped he'd be out here chilling on a stump or something. What if he's dead?[-][/c]",,,,,,,," [c][2eafff]IDA, я только что понял, что Халад (Khalad) здесь уже два года. Мне никогда не приходило в голову, что его могли убить.[-][/c]\n[c][2eafff]Я просто надеялся, что он будет здесь, прохлаждается на пне или что-то в этом роде. Что, если он мертв?[-][/c]",,,,,,,,
pda_XWm4qa8,Fatal Implications,,,,,,,,Фатальные Последствия,,,,,,,,
pda_mGKS9Kf,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I do not have any answers for you, Commander.[-][/c]\n[c][00ffee]First, you should start by looking for him. You may be worrying for nothing.[-][/c]",,,,,,,," [b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]У меня нет для вас ответов, Коммандер.[-][/c]\n[c][00ffee]Во-первых, вы должны начать с его поиска. Возможно, вы зря беспокоитесь.[-][/c]",,,,,,,,
pda_u0aSmSm,Speak to the Watchtower Guards,,,,,,,,Поговорите со Стражниками Сторожевой Башни,,,,,,,,
pda_Mil0KW8,"It seems the protection of the Ziggurat does not extend to the outlying watchtowers. They are in a state of disrepair and decay, but appear to still be in use.\nKhalad has been out here for two years. Is he still alive?",,,,,,,,"Кажется, защита Зиккурата не распространяется на отдаленные сторожевые башни. Они в плохом состоянии и ветхом состоянии, но, кажется, все еще используются.\nХалад пробыл здесь два года. Он все еще жив?",,,,,,,,
pda_mKwmA0O,Fatal Implications,,,,,,,, Фатальные Последствия,,,,,,,,
pda_O08KC0C,Speak to K'zal on top of the Watchtower,,,,,,,,Поговорите с К'залом (K'zal) на вершине Сторожевой башни.,,,,,,,,
pda_OmmGK4C,"Khalad doesn't appear to be here.\nYou've been directed to speak to the watch captain, [c][ffffff]K'zal on top of the Watchtower[-][/c]. He should know where Khalad is.",,,,,,,,"Халада, похоже, здесь нет.\nВам было приказано поговорить с капитаном стражи, [c][ffffff]К'залом на вершине Сторожевой Башни[-][/c]. Он должен знать, где Халад.",,,,,,,,
pda_qSCiuag,Invisible Shield,,,,,,,,Невидимый Щит,,,,,,,,
pda_0008QaS,"[c][2eafff]It looks like Khalad is alive and well after all, IDA.[-][/c]\n[c][2eafff]Apparently the ruin he's hiding in is blocking scans, so i'm not sure if you'll be able to detect him.[-][/c]",,,,,,,," [c][2eafff]Похоже, Халад все-таки жив и здоров, IDA.[-][/c]\n[c][2eafff]Похоже, руины, в которых он прячется, блокируют сканирование, так что я не уверен если вы сможете его обнаружить.[-][/c]",,,,,,,,
pda_WmuamO4,Loading Search Parameters...,,,,,,,,Загрузка Параметров Поиска...,,,,,,,,
pda_AkmeOOG,===,,,,,,,,,,,,,,,,
pda_8KaiK0m,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I am not detecting any thermal or energy signatures from the described location.[-][/c]\n[c][00ffee]I will adjust the parameters of my search to identify exposed concrete, steel, titanium and sathium.[-][/c]",,,,,,,," [b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Я не обнаружил никаких тепловых или энергетических сигнатур из описанного места.[-][/c]\n[c][00ffee]Я изменю параметры поиска, чтобы идентифицировать открытый бетон, сталь, титан и сатий.[-][/c]",,,,,,,,
pda_OouWe8q,The Tank,,,,,,,,Резервуар (Tank),,,,,,,,
pda_SeCiaEi,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]I have found 12 structures that match the given criteria.[-][/c]\n[c][00ffee]Most are wreckage, but one appears to be a reinforced concrete water purifier that pre-dates the construction of the Ziggurat.[-][/c]\n[c][00ffee]I have added it to your display, Commander.[-][/c]",,,,,,,,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Я нашел 12 структур, соответствующих заданным критериям.[-][/c]\n[c][00ffee]Большинство из них обломки, но один из них, похоже, представляет собой железобетонный водоочиститель, построенный еще до строительства Зиккурата.[-][/c]\n[c][00ffee]Я добавил его на ваш дисплей, Коммандер.[-][/c]",,,,,,,,
pda_eQGiumS,Find the Ruins,,,,,,,,Найдите Руины,,,,,,,,
pda_0GWm48C,Khalad is apparently living out of an old pre-ziggurat water tank of some kind that blocks thermal and energy detection.\nScans for concrete structures in the given area have identified only one match: A water purifier.,,,,,,,,"Халад, по-видимому, живет в каком-то старом резервуаре для воды до зиккурата, который блокирует тепловое и энергетическое обнаружение.\nСканирование бетонных конструкций в данной области выявило только одно совпадение: очиститель воды.",,,,,,,,
pda_ui4E8CK,"[c][2eafff]I can see the structure, IDA.[-][/c]\n[c][2eafff]I'm not getting any readings from it either and i'm looking right at it.[-][/c]\n[c][2eafff]I guess i'll have to go inside...[-][/c]",,,,,,,," [c][2eafff]Я вижу структуру, IDA.[-][/c]\n[c][2eafff]У меня тоже нет никаких показаний, и я смотрю прямо на нее.[-]][/c]\n[c][2eafff]Думаю, мне придется зайти внутрь...[-][/c]",,,,,,,,
pda_mKSaiaG,The Tank,,,,,,,,Резервуар,,,,,,,,
pda_KOOK8eS,"[b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Exercise caution, Commander.[-][/c]\n[c][00ffee]You will lose contact with me when you enter the ruin. If my scans cannot penetrate it, then neither will my transmissions.[-][/c]",,,,,,,," [b][c][ffee00][ IDA ][-][/c][/b]\n[c][00ffee]Соблюдайте осторожность, Коммандер.[-][/c]\n[c][00ffee] Вы потеряете связь со мной, когда войдете в руины. Если мои сканеры не смогут в них проникнуть, то и мои передачи не смогут.[-][/c]",,,,,,,,
pda_seOiO0m,Explore the Ruin,,,,,,,,Исследуйте Руины,,,,,,,,
pda_G8ISeoq,"Khalad has been living in this ancient concrete tank that is shielded from scans and transmissions.\nThe only way to find if he's home is to go inside, but you'll lose connection with IDA.",,,,,,,," Халад живет в этом древнем бетонном резервуаре, защищенном от сканирования и передачи.\nЕдинственный способ узнать, дома ли он, — это войти внутрь, но вы потеряете связь с IDA.",,,,,,,,
pda_uihgiwK,[c][bdbdbd][i]This thing has power?[/i][-][/c]\n[c][bdbdbd][i]Khalad must've hooked this up himself. This is amazing![/i][-][/c],,,,,,,," [c][bdbdbd][i]У этой штуки есть сила?[/i][-][/c]\n[c][bdbdbd][i]Халад, должно быть, сам ее подключил. Это потрясающе![/i][-][/c]",,,,,,,,
pda_amaeK2W,The Tank,,,,,,,,Резервуар,,,,,,,,
pda_mqKKeLY,[i][c][bdbdbd]No sign of Khalad.[-][/c][/i]\n[i][c][bdbdbd]There's even a computer system down here! It might be able to tell me where he's gone.[-][/c][/i],,,,,,,,"[i][c][bdbdbd]Никаких следов Халада.[-][/c][/i]\n[i][c][bdbdbd]Здесь даже есть компьютерная система! Возможно, она подскажет мне, куда он делся.[-][/c][/i]",,,,,,,,
pda_m8qWmii,Access Khalad's Computer System,,,,,,,,Получите доступ к компьютерной системе Халада,,,,,,,,
