KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_quweq,<color=#0088ff>Where did the Terran survivors go to?</color>,,,,,,,,<color=#0088ff>Куда делись выжившие Терраны?</color>,,,,,,,,
dialogue_qGiaW,<b><color=#a6ff00>Tal'ohn Chief</color></b>,,,,,,,,<b><color=#a6ff00>Вождь Тал'он</color></b>,,,,,,,,
dialogue_mmK6i,"<b><color=#a6ff00>[ Chief Na'tuk ]</color></b>\nYour clansmen? Their vehicles headed to the Trade Station belonging to the Polaris Traders.@w4\nI know this because I was there purchasing medical supplies when I saw them organizing transportation offworld on a Freighter.@p8\n<b><color=#a6ff00>[ Chief Na'tuk ]</color></b>\nI will give you the coordinates of the station if you need them.@w2 But i'm sure your machine-mind has already found the structure.@w7\nI hope you find your people again, Traveller.@w4\nMay the spirits guide you to Empyrion...@w2 <i>if not your people</i>.@p6\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nAnd may the spirits guide you too, Chief.@p6\n<b><color=#a6ff00>[ Chief Na'tuk ]</color></b>\nAh, <i>now</i> you're sounding like a member of the clan!",,,,,,,,"<b><color=#a6ff00>[ Вождь На'тук ]</color></b>\nСоклановцы? Их транспортные средства направлялись к торговой станции, принадлежащей торговцам Polaris.@w4\nЯ знаю это, потому что я покупал там медикаменты, когда увидел, как они организуют транспортировку за пределы планеты на грузовом судне.@p8\n<b><color=#a6ff00> [ Вождь На'тук ]</color></b>\nЯ дам вам координаты станции, если они вам понадобятся.@w2 Но я уверен, что ваш машинный разум уже нашел структуру.@w7\nI надеюсь, ты снова найдешь своих людей, Странник.@w4\nПусть духи приведут тебя в Эмпирион...@w2 <i>если не твои люди</i>.@p6\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nИ пусть духи направят вас, Вождь.@p6\n<b><color=#a6ff00>[ Вождь На'тук ]</color></b> \nХа, теперь ты говоришь как член клана!",,,,,,,,
dialogue_aKGZa,"<color=#0088ff>Farewell, Chief Na'tuk. I hope to see you again.</color>",,,,,,,,"<color=#0088ff>Прощай, вождь На'тук. Надеюсь увидеть вас снова.</color>",,,,,,,,
dialogue_u0sSa,<b><color=#ff0000>Bartender</color></b>,,,,,,,,<b><color=#ff0000>Бармен</color></b>,,,,,,,,
dialogue_ufLgu,Ain't seen one of you guys in here in a while.@w3\nWhatchu want?,,,,,,,,Давненько никого из вас здесь не видел.@w3\nЧего хотите?,,,,,,,,
dialogue_4OeGi,<color=#0088ff>Pretty sure I saw some humans over there.</color>,,,,,,,,"<color=#0088ff>Безусловно, я видел там людей.</color>",,,,,,,,
dialogue_uOi8w,<color=#0088ff>I'm looking for my crew.</color>,,,,,,,,<color=#0088ff>Я ищу свою команду.</color>,,,,,,,,
dialogue_OOW0d,<color=#0088ff>I'm Commander {PlayerName} and this is my favourite store on the Station.</color>,,,,,,,,"<color=#0088ff>Я Коммандер {PlayerName}, и это мой любимый магазин на Станции.</color>",,,,,,,,
dialogue_qOaGB,"Those guys? They ain't terrans.@w3\nThe bioscanner on the way in should've told you that.@w4\nAside from looks, you don't got nothin' in common with that lot.@w2 Them's Polarans...@p5\nYou want a drink or not?",,,,,,,,"Эти ребята? Они не терраны.@w3\nБиосканер на пути должен был вам это сказать.@w4\nКроме внешности, у вас нет ничего общего с этой партией.@w2 Их полярцы...@ p5\nХочешь выпить или нет?",,,,,,,,
dialogue_CW0mC,"<color=#0088ff>No thanks, I'm looking for my crew.</color>",,,,,,,," <color=#0088ff>Нет, спасибо, я ищу свою команду.</color>",,,,,,,,
dialogue_mWWq4,"Can't help you with that, pal.@w3\nThe last of your people got on shuttles 'bout a cycle ago and buggered off outta this dump.@w5\nIf you ain't buyin' a drink, then you can bugger off like your friends.",,,,,,,,"Не могу помочь тебе с этим, приятель.@w3\nПоследние твои люди сели на шаттлы примерно цикл назад и смылись из этой помойки.@w5\nЕсли ты не купишь выпивку, то можешь трахаться прочь, как ваши друзья.",,,,,,,,
dialogue_4e4G4,"<color=#0088ff>Alright, thanks anyway. Dickhead...</color>",,,,,,,,"<color=#0088ff>Хорошо, все равно спасибо. Придурок...</color>",,,,,,,,
dialogue_WeOO4,"Look, pal.@w2\nWe don't do that here.@w3\nThis ain't the Citadel and I ain't the Admiral, so I don't give a toss if this is your favorite shithole in this dump. You ain't getting a discount.@p5\nYou pay full price or you leave.\nWhat'll it be?",,,,,,,," Слушай, приятель.@w2\nМы здесь этим не занимаемся.@w3\nЭто не Цитадель, и я не адмирал, так что мне плевать, если это твоя любимая дыра в этой помойке. Вы не получаете скидку.@p5\nВы платите полную стоимость или уходите.\nЧто это будет?",,,,,,,,
dialogue_SqgwK,<color=#0088ff>I'm looking for my crew.</color>,,,,,,,,<color=#0088ff>Я ищу свою команду.</color>,,,,,,,,
dialogue_m5aWq,<color=#ffee00><b>Shopkeeper</b></color>,,,,,,,,<color=#ffee00><b>Продавец</b></color>,,,,,,,,
dialogue_qe4Cm,"Hello there, valuable customer!@w3\nWhat can I do for you today, sir?@w4 \nAmmunition?@w2 Supplies? @w2 Camping gear?@w2\nYou look like the outdoors type, if you don't mind me saying!",,,,,,,,"Здравствуйте, Дорогой Клиент!@w3\nЧто я могу сделать для вас сегодня, сэр?@w4 \nБоеприпасы?@w2 Припасы? @w2 Снаряжение для кемпинга?@w2\nПохоже, вы любите природу, если не возражаете, если я скажу!",,,,,,,,
dialogue_e8KOK,<color=#0088ff>I'm uhh... looking for my crew. Was hoping you'd seen them.</color>,,,,,,,,"<color=#0088ff>Я эээ... ищу свою команду. Я надеялся, что вы их видели.</color>",,,,,,,,
dialogue_K0eum,<color=#0088ff>Where'd you get that Motorbike from?</color>,,,,,,,,<color=#0088ff>Откуда у тебя этот байк?</color>,,,,,,,,
dialogue_uqPCO,"Afraid not, sir.@w3\nI only have a head for my business and not of the comings and goings of anyone else.@w4\nBut if you're looking for someone, I recommend this uhh... @w3 Yuu@w2 See@w2 Aytch@w2 Motorcycle!@w2 There's nothing faster!",,,,,,,,"Боюсь, что нет, сэр.@w3\nЯ думаю только о своих делах, а не о чужих приходах и уходах.@w4\nНо если вы ищете кого-то, я рекомендую это, ухх... @w3 Yuu@w2 Смотрите@w2 Айтч@w2 Мотоцикл!@w2 Нет ничего быстрее!",,,,,,,,
dialogue_48G0U,<color=#0088ff>A UCH Motorbike? Where'd you get that?</color>,,,,,,,,<color=#0088ff>Мотоцикл UCH? Где ты это взял?</color>,,,,,,,,
dialogue_WqmGV,<color=#0088ff>I'm looking for a Zeon Mk20 Guided Rocket Launcher with a retractable sight and thermal tracking.</color>,,,,,,,,<color=#0088ff>Я ищу управляемую ракетную установку Zeon Mk20 с выдвижным прицелом и тепловым отслеживанием.</color>,,,,,,,,
dialogue_AKO87,"I'm afraid i'm not stocking anything like that, sir. I'm terribly sorry!\nMaybe you should try InterWeap or one the uhh... 'suspicious businessmen', which I wouldn't know anything about.@w4\nI believe the gentleman you have business with can be found at Kenex-62 in orbit.@w3 Which, like I said, I know nothing about.",,,,,,,," Боюсь, у меня нет ничего подобного, сэр. Мне очень жаль!\nМожет быть, вам стоит попробовать InterWeap или кого-нибудь из эээ... 'подозрительных бизнесменов', о которых я ничего не знаю. 62 на орбите. @w3 О чем, как я уже сказал, я ничего не знаю.",,,,,,,,
dialogue_ee6GG,"<color=#0088ff>Well, do you know anything about my fellow crewmembers?</color>",,,,,,,," <color=#0088ff>Ну, вы знаете что-нибудь о моих товарищах по команде?</color>",,,,,,,,
dialogue_8q4Se,<color=#0088ff>Is that a UCH Motorbike you've got there?</color>,,,,,,,, <color=#0088ff>У вас там мотоцикл UCH?</color>,,,,,,,,
dialogue_00SWG,"I see you have a good eye, sir.@w2\nThis lovely piece of machinery was sold to me almost a year ago by a group of newcomers!@w2\nIf you're interested in where they got them, you should ask Station Security. They spent a lot of time with them.@p7\nNow, about the... bi-cycle?@w3 How does 3,200 credits sound to you? Hmm...?",,,,,,,,"Вижу, у вас хороший глаз, сэр.@w2\nЭта прекрасная машинка была продана мне почти год назад группой новичков!@w2\nЕсли вам интересно, откуда они ее взяли, спросите у Станции. Безопасность. Они провели с ними много времени.@p7\nТеперь о... бицикле?@w3 Как вам звучит 3200 кредитов? Хм...?",,,,,,,,
dialogue_4eKSu,<color=#0088ff>I'm more interested in a Zorg ZS-1 Assault Rifle? Got any of those?</color>,,,,,,,, <color=#0088ff>Меня больше интересует штурмовая винтовка Zorg ZS-1? У вас есть такие?</color>,,,,,,,,
dialogue_iq8SW,"<color=#0088ff>Not interested, sorry.</color>",,,,,,,,"<color=#0088ff>Извините, не интересно.</color>",,,,,,,,
dialogue_GimC0,<color=#0088ff>I hate those things.</color>,,,,,,,,<color=#0088ff>Я ненавижу эти вещи.</color>,,,,,,,,
dialogue_W4qCO,<b><color=#ffae00>Mission: Internal Affairs</color></b>,,,,,,,,<b><color=#ffae00>Миссия: Внутренние Дела</color></b>,,,,,,,,
dialogue_Wa0YC,"<b><color=#ffae00>[ Security Officer Paravel ]</color></b>\nI see you're done hassling the station staff and have <i>finally </i>come to me.@w4\nI was getting tired watching your bumbling around, obstructing productivity and being a general nuisance.@w6\nThere's no need to open your mouth, Terran. I know what you want, you want me to tell you where your 'friends' have gone.@p9\n<color=#ffae00><b>[ Security Officer Paravel ]</b></color>\nAs you can see, they're <i>obviously</i> not here.@w2 They left a cycle ago on a transport, which i'm sure you already know.@w4\nAnything more is confidential information, only accessible to Polaris Employees. Of which, you are not.@w6\nDon't even consider begging or threatening me for the information. I will have station security on you before you even unholster your weapon.",,,,,,,,"<b><color=#ffae00>[ Офицер службы безопасности Паравел ]</color></b>\nЯ вижу, вы закончили доставать персонал станции и <i>наконец-то</i> пришли ко мне.@w4\nМне надоело смотреть, как ты суетишься, мешаешь продуктивности и доставляешь всем неудобства.@w6\nНезачем открывать рот, Терран. Я знаю, чего вы хотите, вы хотите, чтобы я сказал вам, куда ушли ваши 'друзья'. видите, их <i>очевидно</i> здесь нет.@w2 Они уехали цикл назад на транспорте, о чем, я уверен, вы уже знаете.@w4\nВсе остальное является конфиденциальной информацией, доступной только для сотрудников Polaris. . Которым ты не являешься.@w6\nДаже не думай просить или угрожать мне информацией. Я вызову на вас охрану станции еще до того, как вы достанете из кобуры свое оружие.",,,,,,,,
dialogue_uC08e,<color=#0088ff>I could just keep asking around until I find someone who knows.</color>,,,,,,,,"<color=#0088ff>Я мог бы просто расспрашивать, пока не найду кого-нибудь, кто знает.</color>",,,,,,,,
dialogue_mi8ea,<color=#0088ff>What do I need to do to get you to tell me what I need to know?</color>,,,,,,,,"<color=#0088ff>Что мне нужно сделать, чтобы вы рассказали мне то, что мне нужно знать?</color>",,,,,,,,
dialogue_pe8eW,<color=#0088ff>I could just punch you in the face. Just for the fun of it.</color>,,,,,,,,<color=#0088ff>Я могу просто ударить тебя по лицу. Просто для удовольствия.</color>,,,,,,,,
dialogue_u4W4K,"<color=#ffae00><b>[ Officer Paravel ]</b></color>\nIndeed you could.@w2 It wouldn't help you any, though.@w4\nYou see... the station personnel here are all <color=#ffae00>Polaris</color> employees and know better than to reveal industrial secrets to an unknown party.@p9\n<color=#ffae00><b>[ Officer Paravel ]</b></color>\nI know about your support AI as well and <color=#ffae00>Polaris</color> has one of our own.\nSo please stop with the attempts at system intrusion.@w2 The little flashing icon on my display is playing on my nerves...@p9\n<color=#ffee00><b>[ IDA ]</b></color>\n<color=#00e1ff>I cannot breach the station's security network. I am being blocked by another AI, as he says.@w3</color>\n<color=#00e1ff>If I were closer to the station and had full use of my systems, I am confident that I could get in. But for now, it may be best to do as he says...</color>@p9\n<color=#ffae00><b>[ Officer Paravel ]</b></color>\nThe vacant expression on your face tells me that your supporter is telling you that i'm right.@w4\nOf course, I'm always right. @w5 \nSo,@w2 are we ready to get down to business?",,,,,,,,"<color=#ffae00><b>[ Офицер Паравел ]</b></color>\nКонечно, вы могли бы.@w2 Хотя это вам ничем не поможет.@w4\nПонимаете... персонал станции здесь все являются сотрудниками <color=#ffae00>Polaris</color> и знают лучше, чем раскрывать промышленные секреты неизвестной стороне. @p9\n<color=#ffae00><b>[ Офицер Паравел ]</b></color>\nЯ также знаю о вашем искусственном интеллекте поддержки, и у <color=#ffae00>Polaris</color> есть свой собственный.\nПожалуйста, прекратите попытки вторжения в систему.@w2 Маленькая мигающая иконка на моем дисплее играю на нервах...@p9\n<color=#ffee00><b>[ IDA ]</b></color>\n<color=#00e1ff>Я не могу взломать сеть безопасности станции. Как он говорит, меня блокирует другой ИИ. @w3</color>\n<color=#00e1ff>Если бы я был ближе к станции и полностью использовал свои системы, я уверен, что смог бы войти. Но сейчас лучше сделать, как он говорит...</color>@p9\n<color=#ffae00><b>[ Офицер Паравел ]</b></color>\nСвободное выражение лица на ваше лицо говорит мне, что ваш сторонник говорит вам, что я прав.@w4\nКонечно, я всегда прав. @w5 \nИтак,@w2 мы готовы перейти к делу?",,,,,,,,
dialogue_i4d4M,<color=#0088ff>I'm very tempted to punch you in the face.</color>,,,,,,,,<color=#0088ff>Мне очень хочется ударить вас по лицу.</color>,,,,,,,,
dialogue_Kagxm,"<color=#0088ff>Okay, so what do want?</color>",,,,,,,,"<color=#0088ff>Хорошо, а что нужно?</color>",,,,,,,,
dialogue_eaO4W,"<b><color=#ffae00>[ Officer Paravel ]</color></b>\nI <i>wouldn't </i>recommend that. You wouldn't like the experience.@w3\nOh, i'm sure you'd enjoy the brief elation of punching me in the face, before you're shot in the head by station security.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nThat would cause <i>more </i>problems for me. But it wouldn't be any of your concern anymore, would it?@w3\nBut if you still insist, go right ahead.",,,,,,,," <b><color=#ffae00>[ Офицер Паравел ]</color></b>\nЯ <i>не </i>рекомендовал бы это. Вам бы не понравился этот опыт.@w3\nО, я уверен, что вам понравится краткий восторг от удара меня по лицу, прежде чем охрана станции выстрелит вам в голову.@p9\n<b> <color=#ffae00>[ Офицер Паравел ]</color></b>\nЭто вызовет у меня <i>еще </i>проблемы. Но это уже не будет твоей заботой, не так ли?@w3\nНо если ты все еще настаиваешь, вперед.",,,,,,,,
dialogue_eGKqC,"<color=#0088ff>Alright, you've made your point. So what do you want?</color>",,,,,,,,"<color=#0088ff>Хорошо, вы высказали свою точку зрения. Итак, что вы хотите?</color>",,,,,,,,
dialogue_C0gS9,<b><color=#ff0000>Punch him in the face</color></b>,,,,,,,,<b><color=#ff0000>Ударить его по лицу</color></b>,,,,,,,,
dialogue_4iCiq,"<b><color=#ffae00>[ Officer Paravel ]</color></b>\nI'm glad you see reason.@w3 I'd hate to call in the cleaners.@w4\nBut what I <i>want</i> you cannot provide. But... you are a useful step on the road to what I want.@p8\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nAre you aware of the situation between the <color=#ffae00>Polaris Megacorp</color> and the <color=#ff0000>Zirax Empire</color>?@w5\nNo, of course you're not.@w3\nBut this is where you're needed, according to my superiors.",,,,,,,,"<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nЯ рад, что вы видите причину.@w3 Не хотелось бы вызывать уборщиц.@w4\nНо что я <i>хочу</i> вы не можете предоставить. Но... вы полезный шаг на пути к тому, чего я хочу.@p8\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nЗнаете ли вы о ситуации между <color=#ffae00>Polaris Megacorp</color> и <color=#ff0000>Империя Zirax</color>?@w5\nНет, конечно, нет.@w3\nНо вот где ты нужно, по мнению моего начальства.",,,,,,,,
dialogue_S8K4C,<color=#0088ff>So these are orders from on top? Nothing to do with you?</color>,,,,,,,,<color=#0088ff>Так это приказ сверху? Ничего общего с вами?</color>,,,,,,,,
dialogue_OuOCS,"<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>Commander, I have immobilized your suit's motor functions.@w3</color>\n<color=#00e1ff>Please control yourself.</color>@p7\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nBy your lack of action, It appears that you've started to see reason.@w4\nFor a second there, I thought you were truly stupid enough to attack me.@p8\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nAre you aware of the situation between the <color=#ffae00>Polaris Megacorp</color> and the <color=#ff0000>Zirax Empire</color>?@w5\nNo, of course you're not.@w3\nBut this is where you're needed, according to my superiors.",,,,,,,,"<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>Коммандер, я обездвижил двигательные функции вашего костюма.@w3</color>\n<color=#00e1ff>Пожалуйста, держите себя в руках.</color>@p7\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nПо вашему бездействию, похоже, вы начали см. причину.@w4\nНа секунду я подумал, что вы действительно настолько глупы, чтобы напасть на меня.@p8\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nВы знаете о ситуации между <color=#ffae00>Polaris Megacorp</color> и <color=#ff0000>Zirax Empire</color>?@w5\nНет, конечно, нет.@w3\nНо это это то место, где вы нужны, согласно моему начальству.",,,,,,,,
dialogue_WSOiK,<color=#0088ff>So these are orders from on top? Nothing to do with you?</color>,,,,,,,,<color=#0088ff>Так это приказ сверху? Ничего общего с вами?</color>,,,,,,,,
dialogue_GimOS,"<b><color=#ffae00>[ Officer Paravel ]</color></b>\nYou're starting to see reason. I can work with this.@w2\nAs I said, the information is confidential to Polaris employees.@w4 Fortunately, I, on behalf of Polaris Megacorp have a proposition for you.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nAre you aware of the current political situation between us of Polaris Megacorp and the High Command of the Zirax Empire?@w3\nNo, of course you're not.@w4\nEven so, it seems that the powers that be have determined that you could be a useful tool.",,,,,,,,"<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nВы начинаете видеть причину. Я могу работать с этим.@w2\nКак я уже сказал, информация является конфиденциальной для сотрудников Polaris.@w4 К счастью, у меня от имени Polaris Megacorp есть для вас предложение.@p9\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nЗнаете ли вы о текущей политической ситуации между нами, Мегакорпорацией Полярис, и Верховным командованием Империи Зиракс?@w3\nНет, конечно, нет.@w4 \nТем не менее, кажется, власть предержащие решили, что вы можете быть полезным инструментом.",,,,,,,,
dialogue_qKiG8,<color=#0088ff>Powers that be? So this isn't your decision?</color>,,,,,,,,<color=#0088ff>Сильные мира сего? Так это не ваше решение?</color>,,,,,,,,
dialogue_naWSe,"<b><color=#ffae00>[ Officer Paravel ]</color></b>\n<b><color=#c4c4c4>*sigh*</color></b>@w3\nNo, this is not my decision, nor is this my chosen way of doing things.@w4\nEither way, i'll get my promotion out of <i>this </i>dump and into HabSec where I don't have to deal with clowns like <i>you</i>.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nLet me explain the situation in terms you can understand, alright?@w4\nPolaris Megacorp is the greatest economic power in this galaxy, and formerly a subsidiary of the Trade Guild up until the war of silence two and a half centuries ago, when we broke away as an independent power following the War of Silence.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nThe Zirax are our major consumer of raw materials, but as we've been exhausing the deposits in our own quadrants of space. The depleted zirax have failed to utilize the resources in territory that they've refused to give up rights to and can barely sustain an active presence over.@w4\n<b>Simply put</b>: <i>We want what they have but cannot use</i>.@p9\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nWhat does any of this have to do with me?@p8\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nLet me finish explaining before you interrupt with your inane questions!@w4\nYou are <i>clearly </i>not Polaris and have no ties to the corporation <i>or</i> to any local faction, save your UCH navy.@w3\nThose lack of connections makes you a useful tool for disrupting zirax control over certain territories and planets without any repercussions for the company.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nYou are free to move in, attack the zirax, which i'm sure you don't mind doing considering what they did to your people, and leave the depopulated territory to the company to move in and set up... what would you call it?@w3 <i>Humanitarian</i> aid for the survivors of your vicious 'random attack'.",,,,,,,,"<b><color=#ffae00>[ Офицер Паравел ]</color></b>\n<b><color=#c4c4c4>*вздох*</color></b>@w3\nНет, это это не мое решение, и это не мой способ ведения дел. @w4\nВ любом случае, я получу повышение из <i>этой </i>свалки и попаду в HabSec, где мне не придется иметь дело с клоунами нравится <i>вы</i>.@p9\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nПозвольте мне объяснить ситуацию понятным вам языком, хорошо?@w4\nМегакорп Polaris — величайшая экономическая сила в этой галактике, ранее входившая в состав Торговой гильдии вплоть до войны за молчание два с половиной века назад, когда мы отделились как независимая держава после Войны за молчание.@p9 \n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nЗираксы являются нашим основным потребителем сырья, но поскольку мы истощаем запасы в наших собственных квадрантах космоса. Истощенные зираксы не смогли использовать ресурсы на территории, права на которую они отказались отдать, и едва ли могут поддерживать активное присутствие на ней.@w4\n<b>Проще говоря</b>: <i>Мы хотим то, что они есть, но не могут использовать</i>.@p9\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nКакое это имеет отношение ко мне?@p8 \n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nПозвольте мне закончить объяснение, прежде чем вы перебьете своими бессмысленными вопросами!@w4\nВы <i>очевидно </i>нет Polaris и не иметь связей с корпорацией <i>или</i> с какой-либо местной фракцией, сохраните свой флот UCH.@w3\nОтсутствие связей делает вас полезным инструментом для нарушения контроля Зиракс над определенными территориями и планетами без каких-либо последствий. для компании.@p9\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nВы можете свободно двигаться вперед, атаковать зиракса, чего, я уверен, вы не сделаете подумайте о том, что они сделали с вашими людьми, и оставьте обезлюдевшую территорию компании, чтобы она заселилась и обустроила... Как вы это называете?@w3 <i>Гуманитарная</i> помощь выжившим после вашей злобной 'случайной атаки'.",,,,,,,,
dialogue_Sqaa0,<color=#0088ff>And what do I get out of this?</color>,,,,,,,,<color=#0088ff>И что я за это получу?</color>,,,,,,,,
dialogue_io4SC,"<b><color=#ffae00>[ Officer Paravel ]</color></b>\nWhat <i>you </i>get is the next step on your journey towards your missing people.@w4\nAnd of course, as an employee of Polaris Megacorp you are entitled to pay and some benefits:@w2\nHealthcare, Dental, employee discounts... the usual.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nSince you have little choice in the matter, why don't you just agree already?@w3\nI've just forwarded the agreement to your support AI to sign on your behalf. Hurry and get it over with since your first assignment is time-sensitive.@p9\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\n<color=#8ab3ff>IDA, did you receive the contract? Anything I should worry about?</color>@p8\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>I did, Commander.@w2</color>\n<color=#00e1ff>Aside from an attempt to slip some malware to me in the contract, it's a fairly loose contract.@w4</color>\n<color=#00e1ff>I've checked it against other station personnel's contracts that I was able to access on personal devices and yours is unusually free of loopholes or deception.</color>@p9\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>I would guess that such a loose contract would prevent them from being legally bound to defend you in the event of your capture,@w2 with as few ties as possible to Polaris.@w4 In effect, it gives them Plausible Deniability.</color>\n<color=#00e1ff>There's likely a deeper game being played here, but nothing that would conflict with your allegiance to the UCH.</color>",,,,,,,,"<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nТо, что <i>вы </i> получите, станет следующим шагом на пути к вашим пропавшим людям.@w4\nИ, конечно же, , как сотрудник Polaris Megacorp, вы имеете право на оплату и некоторые льготы: @w2\nЗдравоохранение, стоматология, скидки для сотрудников... обычные.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nПоскольку у вас мало выбора в этом вопросе, почему бы вам уже не согласиться?@w3\nЯ только что отправил соглашение вашему искусственному интеллекту поддержки, чтобы он подписал его от вашего имени. Спешите закончить, так как ваше первое задание зависит от времени. @p9\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\n<color=#8ab3ff>IDA , вы получили контракт? Мне есть о чем беспокоиться?</color>@p8\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>Да, Коммандер.@w2</color>\n<color=#00e1ff>Помимо попытки подсунуть мне какое-то вредоносное ПО в контракте, это довольно свободный контракт.@w4</color>\n<color=#00e1ff>Я проверил. против контрактов других сотрудников станции, к которым я смог получить доступ на личных устройствах, а ваш необычно свободен от лазеек или обмана.</color>@p9\n<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>Я предполагаю, что такой свободный контракт не позволит им быть юридически обязанными защищать вас в случае вашего захвата,@w2 с как можно меньшим количеством связей с Polaris.@w4 Фактически , это дает им правдоподобное отрицание.</color>\n<color=#00e1ff>Вероятно, здесь разыгрывается более глубокая игра, но ничего, что могло бы противоречить вашей верности UCH.</color>",,,,,,,,
dialogue_gCqeO,<color=#0088ff>Alright IDA. Do I need to actually sign anything?</color>,,,,,,,,"<color=#0088ff>Хорошо, IDA. Нужно ли мне вообще что-то подписывать?</color>",,,,,,,,
dialogue_O0Cm0,"<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>No, Commander. I've registered it and returned a copy of the contract.@w4</color>\n<color=#00e1ff>I also included their own malware packet in the signature.@w2 I thought you'd like that.</color>@p8\n<color=#0088ff><b>[ {PlayerName} ]</b></color>\n<color=#8ab3ff>Good work, IDA.</color>\n<color=#8ab3ff>I wish i'd thought of that myself.</color>@p6\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nOkay manager.\nEverything's been signed and sent back to you.@p8\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nYes, I can see that.@w8\nEverything appears to be in order.@p7\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nWelcome to the company, Commander {PlayerName}.\nI'm hoping you'll be a valuable asset to us.@w5\nYour Employee number is <color=#ffffff>#8376455466</color>, memorize it. It is more important than your life now.@p9\n<b><color=#ffae00>[ Officer Paravel ]</color></b>\nI have a job for you already, 8376455466. It's a time-sensitive one, so I hope you have a ship ready.@w5\nOne of our surveyor towers has drifted over a zirax-owned ore vein and we're concerned they make take hostile action.@w7\nThe company wants you to secure our asset as an unaffiliated third-party.",,,,,,,,"<b><color=#ffee00>[ IDA ]</color></b>\n<color=#00e1ff>Нет, Коммандер. Я зарегистрировал его и вернул копию контракта.@w4</color>\n<color=#00e1ff>Я также включил в подпись их собственный вредоносный пакет.@w2 Думаю, вам понравится.</color>@p8\n<color=#0088ff><b>[ {PlayerName} ]</b></color>\n<color=#8ab3ff>Хорошая работа, IDA.</color>\n<color=#8ab3ff>Хотел бы я сам об этом подумать.</color>@p6\n<b><color=#0088ff>[ {PlayerName} ]</color></b>\nХорошо, менеджер.\nВсе было подписано и отправлено обратно вам.@p8\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nДа, я это вижу.@w8\nКажется, все в порядке. @p7\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nДобро пожаловать в компанию, Коммандер {PlayerName}.\nНадеюсь, вы окажете нам ценную помощь .@w5\nВаш номер сотрудника: <color=#ffffff>#8376455466</color>, запомните его. Это важнее, чем ваша жизнь сейчас. @p9\n<b><color=#ffae00>[ Офицер Паравел ]</color></b>\nУ меня уже есть для вас работа, 8376455466. один, поэтому я надеюсь, что у вас есть готовый корабль.@w5\nОдна из наших геодезических башен дрейфовала над рудной жилой, принадлежащей зираксу, и мы обеспокоены тем, что они предпримут враждебные действия.@w7\nКомпания хочет, чтобы вы обезопасили наш актив как неаффилированная третья сторона.",,,,,,,,
dialogue_qeIqC,"<color=#0088ff>Hey, what about my people?! You were supposed to tell me where they went!</color>",,,,,,,,"<color=#0088ff>Эй, а как же мои люди?! Ты должен был сказать мне, куда они пошли!</color>",,,,,,,,
